"date","river","site_code","parameter","value","unit"
"2023-12-20","","ChH-9","Sp. Cond.","129.8","µS/cm"
"2023-12-20","","ChH-9","pH","6.25",""
"2018-05-24","Childs River","CH-9","water_temp","58.1","°F"
"2018-05-24","Childs River","CH-9","DO%","77.9","% Saturation"
"2018-05-24","Childs River","CH-9","DO","7.94","mg/L"
"2018-05-24","Childs River","CH-9","Sp. Cond.","138.9","µS/cm"
"2018-05-24","Childs River","CH-9","pH","5.76",""
"2018-08-10","Childs River","CH-9","water_temp","63.3","°F"
"2018-08-10","Childs River","CH-9","DO%","67.1","% Saturation"
"2018-08-10","Childs River","CH-9","DO","6.43","mg/L"
"2018-08-10","Childs River","CH-9","Sp. Cond.","127.4","µS/cm"
"2018-08-10","Childs River","CH-9","pH","5.93",""
"2018-08-10","Childs River","CH-9","DOC_mgl","3.522","mg/L"
"2018-08-10","Childs River","CH-9","TDN_mgl","0.9019","mg N/L"
"2018-08-10","Childs River","CH-9","NO3_mgl","0.772731","mg N/L"
"2018-08-10","Childs River","CH-9","NH4_mgl","0.065473","mg N/L"
"2018-08-10","Childs River","CH-9","PO4_ugl","0","µg P/L"
"2018-08-10","Childs River","CH-9","Si_mgl","0.181","mg SiO2/L"
"2018-08-15","Childs River","CH-9","water_temp","62.5","°F"
"2018-08-15","Childs River","CH-9","DO%","68.1","% Saturation"
"2018-08-15","Childs River","CH-9","DO","6.59","mg/L"
"2018-08-15","Childs River","CH-9","Sp. Cond.","128.2","µS/cm"
"2018-08-15","Childs River","CH-9","pH","6",""
"2018-08-15","Childs River","CH-9","DOC_mgl","2.57","mg/L"
"2018-08-15","Childs River","CH-9","TDN_mgl","0.7664","mg N/L"
"2018-08-15","Childs River","CH-9","NO3_mgl","0.714412","mg N/L"
"2018-08-15","Childs River","CH-9","NH4_mgl","0.020066","mg N/L"
"2018-08-15","Childs River","CH-9","PO4_ugl","14.417","µg P/L"
"2018-08-15","Childs River","CH-9","Si_mgl","0.99","mg SiO2/L"
"2018-08-22","Childs River","CH-9","water_temp","58.8","°F"
"2018-08-22","Childs River","CH-9","DO%","69.6","% Saturation"
"2018-08-22","Childs River","CH-9","DO","6.94","mg/L"
"2018-08-22","Childs River","CH-9","Sp. Cond.","131.9","µS/cm"
"2018-08-22","Childs River","CH-9","pH","6.12",""
"2018-08-22","Childs River","CH-9","DOC_mgl","1.747","mg/L"
"2018-08-22","Childs River","CH-9","TDN_mgl","0.8541","mg N/L"
"2018-08-29","Childs River","CH-9","water_temp","61.7","°F"
"2018-08-29","Childs River","CH-9","DO%","69","% Saturation"
"2018-08-29","Childs River","CH-9","DO","6.74","mg/L"
"2018-08-29","Childs River","CH-9","Sp. Cond.","130.3","µS/cm"
"2018-08-29","Childs River","CH-9","pH","6.14",""
"2018-08-29","Childs River","CH-9","DOC_mgl","1.865","mg/L"
"2018-08-29","Childs River","CH-9","TDN_mgl","0.8412","mg N/L"
"2018-09-05","Childs River","CH-9","water_temp","60.3","°F"
"2018-09-05","Childs River","CH-9","DO%","70.1","% Saturation"
"2018-09-05","Childs River","CH-9","DO","6.96","mg/L"
"2018-09-05","Childs River","CH-9","Sp. Cond.","132.2","µS/cm"
"2018-09-05","Childs River","CH-9","pH","6.06",""
"2018-09-05","Childs River","CH-9","DOC_mgl","1.651","mg/L"
"2018-09-05","Childs River","CH-9","TDN_mgl","0.8149","mg N/L"
"2018-09-12","Childs River","CH-9","water_temp","59.5","°F"
"2018-09-12","Childs River","CH-9","DO%","71.5","% Saturation"
"2018-09-12","Childs River","CH-9","DO","7.17","mg/L"
"2018-09-12","Childs River","CH-9","Sp. Cond.","132.7","µS/cm"
"2018-09-12","Childs River","CH-9","pH","5.95",""
"2018-09-19","Childs River","CH-9","water_temp","58.5","°F"
"2018-09-19","Childs River","CH-9","DO%","69.7","% Saturation"
"2018-09-19","Childs River","CH-9","DO","6.99","mg/L"
"2018-09-19","Childs River","CH-9","Sp. Cond.","121.7","µS/cm"
"2018-09-19","Childs River","CH-9","pH","5.89",""
"2018-09-19","Childs River","CH-9","DOC_mgl","1.705","mg/L"
"2018-09-19","Childs River","CH-9","TDN_mgl","0.86052","mg N/L"
"2018-09-19","Childs River","CH-9","NO3_mgl","0.68306","mg N/L"
"2018-09-19","Childs River","CH-9","NH4_mgl","0.06322","mg N/L"
"2018-09-19","Childs River","CH-9","PO4_ugl","24.68","µg P/L"
"2018-09-19","Childs River","CH-9","Si_mgl","0.52794","mg SiO2/L"
"2018-09-27","Childs River","CH-9","water_temp","59.2","°F"
"2018-09-27","Childs River","CH-9","DO%","70.9","% Saturation"
"2018-09-27","Childs River","CH-9","DO","7.13","mg/L"
"2018-09-27","Childs River","CH-9","Sp. Cond.","125.6","µS/cm"
"2018-09-27","Childs River","CH-9","pH","5.76",""
"2018-09-27","Childs River","CH-9","DOC_mgl","2.097","mg/L"
"2018-09-27","Childs River","CH-9","TDN_mgl","0.77325","mg N/L"
"2018-09-27","Childs River","CH-9","NO3_mgl","0.63611","mg N/L"
"2018-09-27","Childs River","CH-9","NH4_mgl","0.04656","mg N/L"
"2018-09-27","Childs River","CH-9","PO4_ugl","23.4","µg P/L"
"2018-09-27","Childs River","CH-9","Si_mgl","0.77411","mg SiO2/L"
"2018-10-10","Childs River","CH-9","water_temp","57.5","°F"
"2018-10-10","Childs River","CH-9","DO%","70.5","% Saturation"
"2018-10-10","Childs River","CH-9","DO","7.24","mg/L"
"2018-10-10","Childs River","CH-9","Sp. Cond.","127.5","µS/cm"
"2018-10-10","Childs River","CH-9","pH","6.16",""
"2018-10-10","Childs River","CH-9","DOC_mgl","1.512","mg/L"
"2018-10-10","Childs River","CH-9","TDN_mgl","0.8128","mg N/L"
"2018-10-10","Childs River","CH-9","NO3_mgl","0.8134","mg N/L"
"2018-10-10","Childs River","CH-9","NH4_mgl","0.04746","mg N/L"
"2018-10-10","Childs River","CH-9","PO4_ugl","22.541","µg P/L"
"2018-10-10","Childs River","CH-9","Si_mgl","2.81802","mg SiO2/L"
"2018-10-17","Childs River","CH-9","water_temp","51.8","°F"
"2018-10-17","Childs River","CH-9","DO%","69.9","% Saturation"
"2018-10-17","Childs River","CH-9","DO","7.7","mg/L"
"2018-10-17","Childs River","CH-9","Sp. Cond.","116.4","µS/cm"
"2018-10-17","Childs River","CH-9","pH","6.3",""
"2018-10-17","Childs River","CH-9","DOC_mgl","1.525","mg/L"
"2018-10-17","Childs River","CH-9","TDN_mgl","0.8122","mg N/L"
"2018-10-17","Childs River","CH-9","NO3_mgl","0.8062","mg N/L"
"2018-10-17","Childs River","CH-9","NH4_mgl","0.04902","mg N/L"
"2018-10-17","Childs River","CH-9","PO4_ugl","19.508","µg P/L"
"2018-10-17","Childs River","CH-9","Si_mgl","2.07875","mg SiO2/L"
"2018-10-31","Childs River","CH-9","water_temp","48.8","°F"
"2018-10-31","Childs River","CH-9","DO%","68.4","% Saturation"
"2018-10-31","Childs River","CH-9","DO","7.83","mg/L"
"2018-10-31","Childs River","CH-9","Sp. Cond.","113.9","µS/cm"
"2018-10-31","Childs River","CH-9","pH","7",""
"2018-10-31","Childs River","CH-9","DOC_mgl","2.197","mg/L"
"2018-10-31","Childs River","CH-9","TDN_mgl","0.7548","mg N/L"
"2018-10-31","Childs River","CH-9","NO3_mgl","0.75619","mg N/L"
"2018-10-31","Childs River","CH-9","NH4_mgl","0.05998","mg N/L"
"2018-10-31","Childs River","CH-9","PO4_ugl","25.311","µg P/L"
"2018-10-31","Childs River","CH-9","Si_mgl","1.98746","mg SiO2/L"
"2018-11-14","Childs River","CH-9","water_temp","47.5","°F"
"2018-11-14","Childs River","CH-9","DO%","69.7","% Saturation"
"2018-11-14","Childs River","CH-9","DO","8.13","mg/L"
"2018-11-14","Childs River","CH-9","Sp. Cond.","110.1","µS/cm"
"2018-11-14","Childs River","CH-9","pH","6.04",""
"2018-11-14","Childs River","CH-9","DOC_mgl","2.374","mg/L"
"2018-11-14","Childs River","CH-9","TDN_mgl","0.8857","mg N/L"
"2018-11-14","Childs River","CH-9","NO3_mgl","0.88089","mg N/L"
"2018-11-14","Childs River","CH-9","NH4_mgl","0.04638","mg N/L"
"2018-11-14","Childs River","CH-9","PO4_ugl","25.353","µg P/L"
"2018-11-14","Childs River","CH-9","Si_mgl","1.64638","mg SiO2/L"
"2018-11-28","Childs River","CH-9","water_temp","46.4","°F"
"2018-11-28","Childs River","CH-9","DO%","69.5","% Saturation"
"2018-11-28","Childs River","CH-9","DO","8.22","mg/L"
"2018-11-28","Childs River","CH-9","Sp. Cond.","101.1","µS/cm"
"2018-11-28","Childs River","CH-9","pH","6.23",""
"2018-11-28","Childs River","CH-9","DOC_mgl","2.777","mg/L"
"2018-11-28","Childs River","CH-9","TDN_mgl","0.793728","mg N/L"
"2018-11-28","Childs River","CH-9","NO3_mgl","0.686543","mg N/L"
"2018-11-28","Childs River","CH-9","NH4_mgl","0.0101854","mg N/L"
"2018-11-28","Childs River","CH-9","PO4_ugl","7.520792","µg P/L"
"2018-11-28","Childs River","CH-9","Si_mgl","0.805082","mg SiO2/L"
"2018-12-12","Childs River","CH-9","water_temp","43.5","°F"
"2018-12-12","Childs River","CH-9","DO%","75.6","% Saturation"
"2018-12-12","Childs River","CH-9","DO","9.31","mg/L"
"2018-12-12","Childs River","CH-9","Sp. Cond.","103.6","µS/cm"
"2018-12-12","Childs River","CH-9","pH","9.31",""
"2019-01-02","Childs River","CH-9","water_temp","43.8","°F"
"2019-01-02","Childs River","CH-9","DO%","76.3","% Saturation"
"2019-01-02","Childs River","CH-9","DO","9.37","mg/L"
"2019-01-02","Childs River","CH-9","Sp. Cond.","109.3","µS/cm"
"2019-01-02","Childs River","CH-9","pH","6.05",""
"2019-01-02","Childs River","CH-9","DOC_mgl","2.052","mg/L"
"2019-01-02","Childs River","CH-9","TDN_mgl","0.918465","mg N/L"
"2019-01-02","Childs River","CH-9","NO3_mgl","0.825765","mg N/L"
"2019-01-02","Childs River","CH-9","NH4_mgl","0.04594","mg N/L"
"2019-01-02","Childs River","CH-9","PO4_ugl","7.906715","µg P/L"
"2019-01-02","Childs River","CH-9","Si_mgl","0.931181","mg SiO2/L"
"2019-01-16","Childs River","CH-9","water_temp","42.4","°F"
"2019-01-16","Childs River","CH-9","DO%","78.4","% Saturation"
"2019-01-16","Childs River","CH-9","DO","9.81","mg/L"
"2019-01-16","Childs River","CH-9","Sp. Cond.","122.7","µS/cm"
"2019-01-16","Childs River","CH-9","pH","6.03",""
"2019-01-16","Childs River","CH-9","DOC_mgl","1.527","mg/L"
"2019-01-16","Childs River","CH-9","TDN_mgl","1.2985","mg N/L"
"2019-01-16","Childs River","CH-9","NO3_mgl","1.196068","mg N/L"
"2019-01-16","Childs River","CH-9","NH4_mgl","0.0127943","mg N/L"
"2019-01-16","Childs River","CH-9","PO4_ugl","5.733375","µg P/L"
"2019-01-16","Childs River","CH-9","Si_mgl","0.738828","mg SiO2/L"
"2019-01-30","Childs River","CH-9","water_temp","43.8","°F"
"2019-01-30","Childs River","CH-9","DO%","79.3","% Saturation"
"2019-01-30","Childs River","CH-9","DO","9.72","mg/L"
"2019-01-30","Childs River","CH-9","Sp. Cond.","122.8","µS/cm"
"2019-01-30","Childs River","CH-9","pH","5.84",""
"2019-01-30","Childs River","CH-9","DOC_mgl","1.693","mg/L"
"2019-01-30","Childs River","CH-9","TDN_mgl","1.265065","mg N/L"
"2019-01-30","Childs River","CH-9","NO3_mgl","1.176461","mg N/L"
"2019-01-30","Childs River","CH-9","NH4_mgl","0.039399","mg N/L"
"2019-01-30","Childs River","CH-9","PO4_ugl","5.460968","µg P/L"
"2019-01-30","Childs River","CH-9","Si_mgl","1.060706","mg SiO2/L"
"2019-02-13","Childs River","CH-9","water_temp","41.2","°F"
"2019-02-13","Childs River","CH-9","DO%","81.2","% Saturation"
"2019-02-13","Childs River","CH-9","DO","10.34","mg/L"
"2019-02-13","Childs River","CH-9","Sp. Cond.","113.7","µS/cm"
"2019-02-13","Childs River","CH-9","pH","5.54",""
"2019-02-13","Childs River","CH-9","DOC_mgl","3.256","mg/L"
"2019-02-13","Childs River","CH-9","TDN_mgl","1.19038","mg N/L"
"2019-02-13","Childs River","CH-9","NO3_mgl","1.094019","mg N/L"
"2019-02-13","Childs River","CH-9","NH4_mgl","0.0100464","mg N/L"
"2019-02-13","Childs River","CH-9","PO4_ugl","4.459688","µg P/L"
"2019-02-13","Childs River","CH-9","Si_mgl","0.570942","mg SiO2/L"
"2019-02-27","Childs River","CH-9","water_temp","39.8","°F"
"2019-02-27","Childs River","CH-9","DO%","82.8","% Saturation"
"2019-02-27","Childs River","CH-9","DO","10.75","mg/L"
"2019-02-27","Childs River","CH-9","Sp. Cond.","126","µS/cm"
"2019-02-27","Childs River","CH-9","pH","5.82",""
"2019-02-27","Childs River","CH-9","DOC_mgl","1.54","mg/L"
"2019-02-27","Childs River","CH-9","TDN_mgl","1.426495","mg N/L"
"2019-02-27","Childs River","CH-9","NO3_mgl","1.267039","mg N/L"
"2019-02-27","Childs River","CH-9","NH4_mgl","0.032699","mg N/L"
"2019-02-27","Childs River","CH-9","PO4_ugl","5.222887","µg P/L"
"2019-02-27","Childs River","CH-9","Si_mgl","0.723452","mg SiO2/L"
"2019-03-13","Childs River","CH-9","water_temp","43","°F"
"2019-03-13","Childs River","CH-9","DO%","80.9","% Saturation"
"2019-03-13","Childs River","CH-9","DO","10.05","mg/L"
"2019-03-13","Childs River","CH-9","Sp. Cond.","123.9","µS/cm"
"2019-03-13","Childs River","CH-9","pH","5.99",""
"2019-03-13","Childs River","CH-9","DOC_mgl","1.679","mg/L"
"2019-03-13","Childs River","CH-9","TDN_mgl","1.237632","mg N/L"
"2019-03-13","Childs River","CH-9","NO3_mgl","1.172879","mg N/L"
"2019-03-13","Childs River","CH-9","NH4_mgl","0.026319","mg N/L"
"2019-03-13","Childs River","CH-9","PO4_ugl","4.728172","µg P/L"
"2019-03-13","Childs River","CH-9","Si_mgl","0.687684","mg SiO2/L"
"2019-03-27","Childs River","CH-9","water_temp","44","°F"
"2019-03-27","Childs River","CH-9","DO%","82.7","% Saturation"
"2019-03-27","Childs River","CH-9","DO","10.11","mg/L"
"2019-03-27","Childs River","CH-9","Sp. Cond.","127.6","µS/cm"
"2019-03-27","Childs River","CH-9","pH","5.89",""
"2019-03-27","Childs River","CH-9","DOC_mgl","3.457","mg/L"
"2019-03-27","Childs River","CH-9","TDN_mgl","1.078","mg N/L"
"2019-03-27","Childs River","CH-9","NH4_mgl","0.041574","mg N/L"
"2019-03-27","Childs River","CH-9","PO4_ugl","5.545454","µg P/L"
"2019-03-27","Childs River","CH-9","Si_mgl","1.070892","mg SiO2/L"
"2019-04-03","Childs River","CH-9","water_temp","47.3","°F"
"2019-04-03","Childs River","CH-9","DO%","85.9","% Saturation"
"2019-04-03","Childs River","CH-9","DO","10.03","mg/L"
"2019-04-03","Childs River","CH-9","Sp. Cond.","122.1","µS/cm"
"2019-04-03","Childs River","CH-9","pH","6.05",""
"2019-04-03","Childs River","CH-9","DOC_mgl","2.37","mg/L"
"2019-04-03","Childs River","CH-9","TDN_mgl","1.214","mg N/L"
"2019-04-03","Childs River","CH-9","NO3_mgl","1.19084481","mg N/L"
"2019-04-03","Childs River","CH-9","NH4_mgl","0.040251339","mg N/L"
"2019-04-03","Childs River","CH-9","PO4_ugl","8.6776","µg P/L"
"2019-04-03","Childs River","CH-9","Si_mgl","1.73","mg SiO2/L"
"2019-04-10","Childs River","CH-9","water_temp","48.8","°F"
"2019-04-10","Childs River","CH-9","DO%","78.4","% Saturation"
"2019-04-10","Childs River","CH-9","DO","8.99","mg/L"
"2019-04-10","Childs River","CH-9","Sp. Cond.","125.7","µS/cm"
"2019-04-10","Childs River","CH-9","pH","5.8",""
"2019-04-10","Childs River","CH-9","DOC_mgl","1.974","mg/L"
"2019-04-10","Childs River","CH-9","TDN_mgl","1.191","mg N/L"
"2019-04-10","Childs River","CH-9","NO3_mgl","1.183744618","mg N/L"
"2019-04-10","Childs River","CH-9","NH4_mgl","0.028992047","mg N/L"
"2019-04-10","Childs River","CH-9","PO4_ugl","9.1367","µg P/L"
"2019-04-10","Childs River","CH-9","Si_mgl","0.829","mg SiO2/L"
"2019-04-17","Childs River","CH-9","water_temp","53.7","°F"
"2019-04-17","Childs River","CH-9","DO%","85.7","% Saturation"
"2019-04-17","Childs River","CH-9","DO","9.21","mg/L"
"2019-04-17","Childs River","CH-9","Sp. Cond.","123.3","µS/cm"
"2019-04-17","Childs River","CH-9","pH","6.16",""
"2019-04-17","Childs River","CH-9","DOC_mgl","2.159","mg/L"
"2019-04-17","Childs River","CH-9","TDN_mgl","1.161","mg N/L"
"2019-04-17","Childs River","CH-9","NO3_mgl","1.159131107","mg N/L"
"2019-04-17","Childs River","CH-9","NH4_mgl","0.040761072","mg N/L"
"2019-04-17","Childs River","CH-9","PO4_ugl","8.7087","µg P/L"
"2019-04-17","Childs River","CH-9","Si_mgl","0.722","mg SiO2/L"
"2019-04-24","Childs River","CH-9","water_temp","53.5","°F"
"2019-04-24","Childs River","CH-9","DO%","81.1","% Saturation"
"2019-04-24","Childs River","CH-9","DO","8.75","mg/L"
"2019-04-24","Childs River","CH-9","Sp. Cond.","124.9","µS/cm"
"2019-04-24","Childs River","CH-9","pH","5.99",""
"2019-04-24","Childs River","CH-9","DOC_mgl","2.291","mg/L"
"2019-04-24","Childs River","CH-9","TDN_mgl","1.074","mg N/L"
"2019-04-24","Childs River","CH-9","NO3_mgl","1.110227","mg N/L"
"2019-04-24","Childs River","CH-9","NH4_mgl","0.044","mg N/L"
"2019-04-24","Childs River","CH-9","PO4_ugl","9.443108","µg P/L"
"2019-04-24","Childs River","CH-9","Si_mgl","1.083047","mg SiO2/L"
"2019-05-01","Childs River","CH-9","water_temp","49.7","°F"
"2019-05-01","Childs River","CH-9","DO%","82.2","% Saturation"
"2019-05-01","Childs River","CH-9","DO","9.29","mg/L"
"2019-05-01","Childs River","CH-9","Sp. Cond.","124.7","µS/cm"
"2019-05-01","Childs River","CH-9","pH","5.7",""
"2019-05-01","Childs River","CH-9","DOC_mgl","2.561","mg/L"
"2019-05-01","Childs River","CH-9","TDN_mgl","1.048","mg N/L"
"2019-05-01","Childs River","CH-9","NO3_mgl","1.094836","mg N/L"
"2019-05-01","Childs River","CH-9","NH4_mgl","0.046","mg N/L"
"2019-05-01","Childs River","CH-9","PO4_ugl","13.08083","µg P/L"
"2019-05-01","Childs River","CH-9","Si_mgl","0.811602","mg SiO2/L"
"2019-05-08","Childs River","CH-9","water_temp","55.5","°F"
"2019-05-08","Childs River","CH-9","DO%","82.3","% Saturation"
"2019-05-08","Childs River","CH-9","DO","8.65","mg/L"
"2019-05-08","Childs River","CH-9","Sp. Cond.","125.7","µS/cm"
"2019-05-08","Childs River","CH-9","pH","5.48",""
"2019-05-08","Childs River","CH-9","DOC_mgl","3.041","mg/L"
"2019-05-08","Childs River","CH-9","TDN_mgl","1.012","mg N/L"
"2019-05-08","Childs River","CH-9","NO3_mgl","1.015623","mg N/L"
"2019-05-08","Childs River","CH-9","NH4_mgl","0.014","mg N/L"
"2019-05-08","Childs River","CH-9","PO4_ugl","12.74551","µg P/L"
"2019-05-08","Childs River","CH-9","Si_mgl","1.177836","mg SiO2/L"
"2019-05-15","Childs River","CH-9","water_temp","50.7","°F"
"2019-05-15","Childs River","CH-9","DO%","81.1","% Saturation"
"2019-05-15","Childs River","CH-9","DO","9.06","mg/L"
"2019-05-15","Childs River","CH-9","Sp. Cond.","110.2","µS/cm"
"2019-05-15","Childs River","CH-9","pH","5.73",""
"2019-05-15","Childs River","CH-9","DOC_mgl","2.703","mg/L"
"2019-05-15","Childs River","CH-9","TDN_mgl","0.967","mg N/L"
"2019-05-15","Childs River","CH-9","NO3_mgl","0.985613","mg N/L"
"2019-05-15","Childs River","CH-9","NH4_mgl","0.045","mg N/L"
"2019-05-15","Childs River","CH-9","PO4_ugl","11.89633","µg P/L"
"2019-05-15","Childs River","CH-9","Si_mgl","1.13065","mg SiO2/L"
"2019-05-22","Childs River","CH-9","water_temp","55.6","°F"
"2019-05-22","Childs River","CH-9","DO%","79.9","% Saturation"
"2019-05-22","Childs River","CH-9","DO","8.4","mg/L"
"2019-05-22","Childs River","CH-9","Sp. Cond.","125.1","µS/cm"
"2019-05-22","Childs River","CH-9","pH","6.3",""
"2019-05-22","Childs River","CH-9","DOC_mgl","2.83","mg/L"
"2019-05-22","Childs River","CH-9","TDN_mgl","1.036","mg N/L"
"2019-05-22","Childs River","CH-9","NO3_mgl","0.988851","mg N/L"
"2019-05-22","Childs River","CH-9","NH4_mgl","0.023","mg N/L"
"2019-05-22","Childs River","CH-9","PO4_ugl","13.6889","µg P/L"
"2019-05-22","Childs River","CH-9","Si_mgl","2.51155","mg SiO2/L"
"2019-05-29","Childs River","CH-9","water_temp","54.3","°F"
"2019-05-29","Childs River","CH-9","DO%","75.6","% Saturation"
"2019-05-29","Childs River","CH-9","DO","8.06","mg/L"
"2019-05-29","Childs River","CH-9","Sp. Cond.","130.2","µS/cm"
"2019-05-29","Childs River","CH-9","pH","6.21",""
"2019-05-29","Childs River","CH-9","DOC_mgl","3.358","mg/L"
"2019-05-29","Childs River","CH-9","TDN_mgl","1.045","mg N/L"
"2019-05-29","Childs River","CH-9","NO3_mgl","1.01589","mg N/L"
"2019-05-29","Childs River","CH-9","NH4_mgl","0.047","mg N/L"
"2019-05-29","Childs River","CH-9","PO4_ugl","12.00422","µg P/L"
"2019-05-29","Childs River","CH-9","Si_mgl","1.466514","mg SiO2/L"
"2019-06-05","Childs River","CH-9","water_temp","56.4","°F"
"2019-06-05","Childs River","CH-9","DO%","70.6","% Saturation"
"2019-06-05","Childs River","CH-9","DO","7.34","mg/L"
"2019-06-05","Childs River","CH-9","Sp. Cond.","125.7","µS/cm"
"2019-06-05","Childs River","CH-9","pH","6.02",""
"2019-06-05","Childs River","CH-9","DOC_mgl","2.3432","mg/L"
"2019-06-05","Childs River","CH-9","TDN_mgl","0.9788","mg N/L"
"2019-06-05","Childs River","CH-9","NO3_mgl","0.91","mg N/L"
"2019-06-05","Childs River","CH-9","NH4_mgl","0.075","mg N/L"
"2019-06-05","Childs River","CH-9","PO4_ugl","9.22","µg P/L"
"2019-06-05","Childs River","CH-9","Si_mgl","1.209","mg SiO2/L"
"2019-06-12","Childs River","CH-9","water_temp","57.3","°F"
"2019-06-12","Childs River","CH-9","DO%","69.2","% Saturation"
"2019-06-12","Childs River","CH-9","DO","7.12","mg/L"
"2019-06-12","Childs River","CH-9","Sp. Cond.","111.8","µS/cm"
"2019-06-12","Childs River","CH-9","pH","5.82",""
"2019-06-12","Childs River","CH-9","DOC_mgl","4.846","mg/L"
"2019-06-12","Childs River","CH-9","TDN_mgl","0.7561","mg N/L"
"2019-06-12","Childs River","CH-9","NO3_mgl","0.678474","mg N/L"
"2019-06-12","Childs River","CH-9","NH4_mgl","0.051","mg N/L"
"2019-06-12","Childs River","CH-9","PO4_ugl","13.54245","µg P/L"
"2019-06-12","Childs River","CH-9","Si_mgl","1.703637","mg SiO2/L"
"2019-06-19","Childs River","CH-9","water_temp","57.9","°F"
"2019-06-19","Childs River","CH-9","DO%","70.6","% Saturation"
"2019-06-19","Childs River","CH-9","DO","7.2","mg/L"
"2019-06-19","Childs River","CH-9","Sp. Cond.","119.2","µS/cm"
"2019-06-19","Childs River","CH-9","pH","5.77",""
"2019-06-19","Childs River","CH-9","DOC_mgl","3.1723","mg/L"
"2019-06-19","Childs River","CH-9","TDN_mgl","0.8784","mg N/L"
"2019-06-19","Childs River","CH-9","NO3_mgl","0.795","mg N/L"
"2019-06-19","Childs River","CH-9","NH4_mgl","0.074","mg N/L"
"2019-06-19","Childs River","CH-9","PO4_ugl","6.9662","µg P/L"
"2019-06-19","Childs River","CH-9","Si_mgl","1.001","mg SiO2/L"
"2019-06-26","Childs River","CH-9","water_temp","60.4","°F"
"2019-06-26","Childs River","CH-9","DO%","70.1","% Saturation"
"2019-06-26","Childs River","CH-9","DO","6.94","mg/L"
"2019-06-26","Childs River","CH-9","Sp. Cond.","109.2","µS/cm"
"2019-06-26","Childs River","CH-9","pH","5.76",""
"2019-06-26","Childs River","CH-9","DOC_mgl","4.7103","mg/L"
"2019-06-26","Childs River","CH-9","TDN_mgl","0.7761","mg N/L"
"2019-06-26","Childs River","CH-9","NO3_mgl","0.704","mg N/L"
"2019-06-26","Childs River","CH-9","NH4_mgl","0.049","mg N/L"
"2019-06-26","Childs River","CH-9","PO4_ugl","8.5744","µg P/L"
"2019-06-26","Childs River","CH-9","Si_mgl","1.068","mg SiO2/L"
"2019-07-03","Childs River","CH-9","water_temp","59.9","°F"
"2019-07-03","Childs River","CH-9","DO%","69","% Saturation"
"2019-07-03","Childs River","CH-9","DO","6.88","mg/L"
"2019-07-03","Childs River","CH-9","Sp. Cond.","123.4","µS/cm"
"2019-07-03","Childs River","CH-9","pH","5.47",""
"2019-07-03","Childs River","CH-9","DOC_mgl","2.7737","mg/L"
"2019-07-03","Childs River","CH-9","TDN_mgl","0.8421","mg N/L"
"2019-07-03","Childs River","CH-9","NO3_mgl","0.814","mg N/L"
"2019-07-03","Childs River","CH-9","NH4_mgl","0.078","mg N/L"
"2019-07-03","Childs River","CH-9","PO4_ugl","7.7062","µg P/L"
"2019-07-03","Childs River","CH-9","Si_mgl","1.508","mg SiO2/L"
"2019-07-10","Childs River","CH-9","water_temp","60.5","°F"
"2019-07-10","Childs River","CH-9","DO%","69","% Saturation"
"2019-07-10","Childs River","CH-9","DO","6.83","mg/L"
"2019-07-10","Childs River","CH-9","Sp. Cond.","123.1","µS/cm"
"2019-07-10","Childs River","CH-9","pH","5.49",""
"2019-07-10","Childs River","CH-9","DOC_mgl","1.978","mg/L"
"2019-07-10","Childs River","CH-9","TDN_mgl","0.889488","mg N/L"
"2019-07-10","Childs River","CH-9","NO3_mgl","0.7738","mg N/L"
"2019-07-10","Childs River","CH-9","NH4_mgl","0.0641","mg N/L"
"2019-07-10","Childs River","CH-9","PO4_ugl","5.817703","µg P/L"
"2019-07-10","Childs River","CH-9","Si_mgl","0.95884","mg SiO2/L"
"2019-07-17","Childs River","CH-9","water_temp","62.4","°F"
"2019-07-17","Childs River","CH-9","DO%","75.1","% Saturation"
"2019-07-17","Childs River","CH-9","DO","7.27","mg/L"
"2019-07-17","Childs River","CH-9","Sp. Cond.","122.7","µS/cm"
