"date","river","site_code","parameter","value","unit"
"2017-04-20","Herring Brook","HR-1","water_temp","57.3","°F"
"2017-04-20","Herring Brook","HR-1","DO%","113.2","% Saturation"
"2017-04-20","Herring Brook","HR-1","DO","11.65","mg/L"
"2017-04-20","Herring Brook","HR-1","Sp. Cond.","170.4","µS/cm"
"2017-04-20","Herring Brook","HR-1","pH","6.82",""
"2017-04-20","Herring Brook","HR-1","DOC_mgl","3.183","mg/L"
"2017-04-20","Herring Brook","HR-1","TDN_mgl","0.4407","mg N/L"
"2017-04-20","Herring Brook","HR-1","NO3_mgl","0.255472","mg N/L"
"2017-04-20","Herring Brook","HR-1","NH4_mgl","0.005353","mg N/L"
"2017-04-20","Herring Brook","HR-1","PO4_ugl","3.9873","µg P/L"
"2017-04-27","Herring Brook","HR-1","water_temp","59.4","°F"
"2017-04-27","Herring Brook","HR-1","DO%","109","% Saturation"
"2017-04-27","Herring Brook","HR-1","DO","10.95","mg/L"
"2017-04-27","Herring Brook","HR-1","Sp. Cond.","167.6","µS/cm"
"2017-04-27","Herring Brook","HR-1","pH","6.71",""
"2017-04-27","Herring Brook","HR-1","DOC_mgl","3.182","mg/L"
"2017-04-27","Herring Brook","HR-1","TDN_mgl","0.5354","mg N/L"
"2017-04-27","Herring Brook","HR-1","NO3_mgl","0.299934","mg N/L"
"2017-04-27","Herring Brook","HR-1","NH4_mgl","0.012406","mg N/L"
"2017-04-27","Herring Brook","HR-1","PO4_ugl","4.1393","µg P/L"
"2017-05-04","Herring Brook","HR-1","water_temp","62.6","°F"
"2017-05-04","Herring Brook","HR-1","DO%","109.8","% Saturation"
"2017-05-04","Herring Brook","HR-1","DO","10.6","mg/L"
"2017-05-04","Herring Brook","HR-1","Sp. Cond.","170.8","µS/cm"
"2017-05-04","Herring Brook","HR-1","pH","6.88",""
"2017-05-04","Herring Brook","HR-1","DOC_mgl","1.767","mg/L"
"2017-05-04","Herring Brook","HR-1","TDN_mgl","0.5974","mg N/L"
"2017-05-04","Herring Brook","HR-1","NO3_mgl","0.309668","mg N/L"
"2017-05-04","Herring Brook","HR-1","NH4_mgl","0.045498","mg N/L"
"2017-05-04","Herring Brook","HR-1","PO4_ugl","6.3928","µg P/L"
"2017-05-11","Herring Brook","HR-1","water_temp","60.3","°F"
"2017-05-11","Herring Brook","HR-1","DO%","114.5","% Saturation"
"2017-05-11","Herring Brook","HR-1","DO","11.36","mg/L"
"2017-05-11","Herring Brook","HR-1","Sp. Cond.","193.5","µS/cm"
"2017-05-11","Herring Brook","HR-1","pH","7.17",""
"2017-05-11","Herring Brook","HR-1","DOC_mgl","1.885","mg/L"
"2017-05-11","Herring Brook","HR-1","TDN_mgl","0.467","mg N/L"
"2017-05-11","Herring Brook","HR-1","NO3_mgl","0.289451","mg N/L"
"2017-05-11","Herring Brook","HR-1","NH4_mgl","0.016643","mg N/L"
"2017-05-11","Herring Brook","HR-1","PO4_ugl","4.6226","µg P/L"
"2017-05-18","Herring Brook","HR-1","water_temp","64.8","°F"
"2017-05-18","Herring Brook","HR-1","DO%","127.7","% Saturation"
"2017-05-18","Herring Brook","HR-1","DO","12.04","mg/L"
"2017-05-18","Herring Brook","HR-1","Sp. Cond.","190.6","µS/cm"
"2017-05-18","Herring Brook","HR-1","pH","8.08",""
"2017-05-18","Herring Brook","HR-1","DOC_mgl","2.929","mg/L"
"2017-05-18","Herring Brook","HR-1","TDN_mgl","0.4451","mg N/L"
"2017-05-18","Herring Brook","HR-1","NO3_mgl","0.218393","mg N/L"
"2017-05-18","Herring Brook","HR-1","NH4_mgl","0.015088","mg N/L"
"2017-05-18","Herring Brook","HR-1","PO4_ugl","4.9064","µg P/L"
"2017-05-25","Herring Brook","HR-1","water_temp","63.9","°F"
"2017-05-25","Herring Brook","HR-1","DO%","118.7","% Saturation"
"2017-05-25","Herring Brook","HR-1","DO","11.29","mg/L"
"2017-05-25","Herring Brook","HR-1","Sp. Cond.","188.3","µS/cm"
"2017-05-25","Herring Brook","HR-1","pH","8.94",""
"2017-05-25","Herring Brook","HR-1","DOC_mgl","2.887","mg/L"
"2017-05-25","Herring Brook","HR-1","TDN_mgl","0.279","mg N/L"
"2017-05-25","Herring Brook","HR-1","NO3_mgl","0.075414","mg N/L"
"2017-05-25","Herring Brook","HR-1","NH4_mgl","0.018649","mg N/L"
"2017-05-25","Herring Brook","HR-1","PO4_ugl","6.4945","µg P/L"
"2017-06-01","Herring Brook","HR-1","water_temp","65.2","°F"
"2017-06-01","Herring Brook","HR-1","DO%","127.2","% Saturation"
"2017-06-01","Herring Brook","HR-1","DO","11.93","mg/L"
"2017-06-01","Herring Brook","HR-1","Sp. Cond.","209.8","µS/cm"
"2017-06-01","Herring Brook","HR-1","pH","9",""
"2017-06-01","Herring Brook","HR-1","DOC_mgl","3.11","mg/L"
"2017-06-01","Herring Brook","HR-1","TDN_mgl","0.2812","mg N/L"
"2017-06-01","Herring Brook","HR-1","NO3_mgl","0.04291","mg N/L"
"2017-06-01","Herring Brook","HR-1","NH4_mgl","0.024631","mg N/L"
"2017-06-01","Herring Brook","HR-1","PO4_ugl","5.6713","µg P/L"
"2017-06-08","Herring Brook","HR-1","water_temp","67.5","°F"
"2017-06-08","Herring Brook","HR-1","DO%","121.6","% Saturation"
"2017-06-08","Herring Brook","HR-1","DO","11.11","mg/L"
"2017-06-08","Herring Brook","HR-1","Sp. Cond.","208","µS/cm"
"2017-06-08","Herring Brook","HR-1","pH","7.88",""
"2017-06-08","Herring Brook","HR-1","DOC_mgl","2.895","mg/L"
"2017-06-08","Herring Brook","HR-1","TDN_mgl","0.2242","mg N/L"
"2017-06-08","Herring Brook","HR-1","NO3_mgl","0.009539","mg N/L"
"2017-06-08","Herring Brook","HR-1","NH4_mgl","0.013612","mg N/L"
"2017-06-08","Herring Brook","HR-1","PO4_ugl","4.2165","µg P/L"
"2017-06-15","Herring Brook","HR-1","water_temp","76.8","°F"
"2017-06-15","Herring Brook","HR-1","DO%","102.5","% Saturation"
"2017-06-15","Herring Brook","HR-1","DO","8.5","mg/L"
"2017-06-15","Herring Brook","HR-1","Sp. Cond.","216.3","µS/cm"
"2017-06-15","Herring Brook","HR-1","pH","7.71",""
"2017-06-15","Herring Brook","HR-1","DOC_mgl","3.299","mg/L"
"2017-06-15","Herring Brook","HR-1","TDN_mgl","0.237","mg N/L"
"2017-06-15","Herring Brook","HR-1","NO3_mgl","0.009614","mg N/L"
"2017-06-15","Herring Brook","HR-1","NH4_mgl","0.040995","mg N/L"
"2017-06-15","Herring Brook","HR-1","PO4_ugl","5.3976","µg P/L"
"2017-06-22","Herring Brook","HR-1","water_temp","75","°F"
"2017-06-22","Herring Brook","HR-1","DO%","115.4","% Saturation"
"2017-06-22","Herring Brook","HR-1","DO","9.75","mg/L"
"2017-06-22","Herring Brook","HR-1","Sp. Cond.","194","µS/cm"
"2017-06-22","Herring Brook","HR-1","pH","7.74",""
"2017-06-22","Herring Brook","HR-1","DOC_mgl","3.223","mg/L"
"2017-06-22","Herring Brook","HR-1","TDN_mgl","0.239","mg N/L"
"2017-06-22","Herring Brook","HR-1","NO3_mgl","0.008369","mg N/L"
"2017-06-22","Herring Brook","HR-1","NH4_mgl","0.030023","mg N/L"
"2017-06-22","Herring Brook","HR-1","PO4_ugl","4.8372","µg P/L"
"2017-06-29","Herring Brook","HR-1","water_temp","74.3","°F"
"2017-06-29","Herring Brook","HR-1","DO%","116.8","% Saturation"
"2017-06-29","Herring Brook","HR-1","DO","9.93","mg/L"
"2017-06-29","Herring Brook","HR-1","Sp. Cond.","195.7","µS/cm"
"2017-06-29","Herring Brook","HR-1","pH","8.87",""
"2017-06-29","Herring Brook","HR-1","DOC_mgl","2.942","mg/L"
"2017-06-29","Herring Brook","HR-1","TDN_mgl","0.2773","mg N/L"
"2017-06-29","Herring Brook","HR-1","NO3_mgl","0.009752","mg N/L"
"2017-06-29","Herring Brook","HR-1","NH4_mgl","0.0268","mg N/L"
"2017-06-29","Herring Brook","HR-1","PO4_ugl","6.3677","µg P/L"
"2017-07-06","Herring Brook","HR-1","water_temp","79.3","°F"
"2017-07-06","Herring Brook","HR-1","DO%","123.2","% Saturation"
"2017-07-06","Herring Brook","HR-1","DO","9.94","mg/L"
"2017-07-06","Herring Brook","HR-1","Sp. Cond.","197.9","µS/cm"
"2017-07-06","Herring Brook","HR-1","pH","9.15",""
"2017-07-06","Herring Brook","HR-1","DOC_mgl","3.525","mg/L"
"2017-07-06","Herring Brook","HR-1","TDN_mgl","0.2319","mg N/L"
"2017-07-06","Herring Brook","HR-1","NO3_mgl","0.001163","mg N/L"
"2017-07-06","Herring Brook","HR-1","NH4_mgl","0.013356","mg N/L"
"2017-07-06","Herring Brook","HR-1","PO4_ugl","0.6565","µg P/L"
"2017-07-13","Herring Brook","HR-1","water_temp","80.8","°F"
"2017-07-13","Herring Brook","HR-1","DO%","125.2","% Saturation"
"2017-07-13","Herring Brook","HR-1","DO","9.96","mg/L"
"2017-07-13","Herring Brook","HR-1","Sp. Cond.","192.9","µS/cm"
"2017-07-13","Herring Brook","HR-1","pH","9.06",""
"2017-07-13","Herring Brook","HR-1","DOC_mgl","3.512","mg/L"
"2017-07-13","Herring Brook","HR-1","TDN_mgl","0.2244","mg N/L"
"2017-07-13","Herring Brook","HR-1","NO3_mgl","0.000171","mg N/L"
"2017-07-13","Herring Brook","HR-1","NH4_mgl","0.013852","mg N/L"
"2017-07-13","Herring Brook","HR-1","PO4_ugl","0.4731","µg P/L"
"2017-07-20","Herring Brook","HR-1","water_temp","82.8","°F"
"2017-07-20","Herring Brook","HR-1","DO%","136.6","% Saturation"
"2017-07-20","Herring Brook","HR-1","DO","10.71","mg/L"
"2017-07-20","Herring Brook","HR-1","Sp. Cond.","196.6","µS/cm"
"2017-07-20","Herring Brook","HR-1","pH","9.3",""
"2017-07-20","Herring Brook","HR-1","DOC_mgl","3.532","mg/L"
"2017-07-20","Herring Brook","HR-1","TDN_mgl","0.2329","mg N/L"
"2017-07-20","Herring Brook","HR-1","NO3_mgl","0.001163","mg N/L"
"2017-07-20","Herring Brook","HR-1","NH4_mgl","0.010659","mg N/L"
"2017-07-20","Herring Brook","HR-1","PO4_ugl","2.1686","µg P/L"
"2017-07-27","Herring Brook","HR-1","water_temp","73.5","°F"
"2017-07-27","Herring Brook","HR-1","DO%","129.2","% Saturation"
"2017-07-27","Herring Brook","HR-1","DO","11.07","mg/L"
"2017-07-27","Herring Brook","HR-1","Sp. Cond.","196.3","µS/cm"
"2017-07-27","Herring Brook","HR-1","pH","9.18",""
"2017-07-27","Herring Brook","HR-1","DOC_mgl","3.031","mg/L"
"2017-07-27","Herring Brook","HR-1","TDN_mgl","0.2266","mg N/L"
"2017-07-27","Herring Brook","HR-1","NO3_mgl","0","mg N/L"
"2017-07-27","Herring Brook","HR-1","NH4_mgl","0.013276","mg N/L"
"2017-07-27","Herring Brook","HR-1","PO4_ugl","0.5275","µg P/L"
"2017-08-03","Herring Brook","HR-1","water_temp","77.4","°F"
"2017-08-03","Herring Brook","HR-1","DO%","131.5","% Saturation"
"2017-08-03","Herring Brook","HR-1","DO","10.82","mg/L"
"2017-08-03","Herring Brook","HR-1","Sp. Cond.","205.8","µS/cm"
"2017-08-03","Herring Brook","HR-1","pH","9.13",""
"2017-08-03","Herring Brook","HR-1","DOC_mgl","3.33","mg/L"
"2017-08-03","Herring Brook","HR-1","TDN_mgl","0.2142","mg N/L"
"2017-08-03","Herring Brook","HR-1","NO3_mgl","0","mg N/L"
"2017-08-03","Herring Brook","HR-1","NH4_mgl","0.00753","mg N/L"
"2017-08-03","Herring Brook","HR-1","PO4_ugl","0","µg P/L"
"2017-08-09","Herring Brook","HR-1","water_temp","75.7","°F"
"2017-08-09","Herring Brook","HR-1","DO%","123.1","% Saturation"
"2017-08-09","Herring Brook","HR-1","DO","10.3","mg/L"
"2017-08-09","Herring Brook","HR-1","Sp. Cond.","202.1","µS/cm"
"2017-08-09","Herring Brook","HR-1","pH","8.93",""
"2017-08-09","Herring Brook","HR-1","DOC_mgl","3.048","mg/L"
"2017-08-09","Herring Brook","HR-1","TDN_mgl","0.2163","mg N/L"
"2017-08-09","Herring Brook","HR-1","NO3_mgl","0","mg N/L"
"2017-08-09","Herring Brook","HR-1","NH4_mgl","0.006832","mg N/L"
"2017-08-09","Herring Brook","HR-1","PO4_ugl","0","µg P/L"
"2017-08-17","Herring Brook","HR-1","water_temp","76.6","°F"
"2017-08-17","Herring Brook","HR-1","DO%","124.4","% Saturation"
"2017-08-17","Herring Brook","HR-1","DO","10.32","mg/L"
"2017-08-17","Herring Brook","HR-1","Sp. Cond.","205.4","µS/cm"
"2017-08-17","Herring Brook","HR-1","pH","9.22",""
"2017-08-17","Herring Brook","HR-1","DOC_mgl","3.108","mg/L"
"2017-08-17","Herring Brook","HR-1","TDN_mgl","0.2309","mg N/L"
"2017-08-17","Herring Brook","HR-1","NO3_mgl","0.005457","mg N/L"
"2017-08-17","Herring Brook","HR-1","NH4_mgl","0.013731","mg N/L"
"2017-08-17","Herring Brook","HR-1","PO4_ugl","5.2","µg P/L"
"2017-08-24","Herring Brook","HR-1","water_temp","77.3","°F"
"2017-08-24","Herring Brook","HR-1","DO%","125.2","% Saturation"
"2017-08-24","Herring Brook","HR-1","DO","10.31","mg/L"
"2017-08-24","Herring Brook","HR-1","Sp. Cond.","200.3","µS/cm"
"2017-08-24","Herring Brook","HR-1","pH","8.62",""
"2017-08-24","Herring Brook","HR-1","DOC_mgl","3.18","mg/L"
"2017-08-24","Herring Brook","HR-1","TDN_mgl","0.224","mg N/L"
"2017-08-24","Herring Brook","HR-1","NO3_mgl","0.003728","mg N/L"
"2017-08-24","Herring Brook","HR-1","NH4_mgl","0.009029","mg N/L"
"2017-08-24","Herring Brook","HR-1","PO4_ugl","4.2","µg P/L"
"2017-08-31","Herring Brook","HR-1","water_temp","71.5","°F"
"2017-08-31","Herring Brook","HR-1","DO%","118.2","% Saturation"
"2017-08-31","Herring Brook","HR-1","DO","10.34","mg/L"
"2017-08-31","Herring Brook","HR-1","Sp. Cond.","198.8","µS/cm"
"2017-08-31","Herring Brook","HR-1","pH","8.27",""
"2017-08-31","Herring Brook","HR-1","DOC_mgl","3.081","mg/L"
"2017-08-31","Herring Brook","HR-1","TDN_mgl","0.2544","mg N/L"
"2017-08-31","Herring Brook","HR-1","NO3_mgl","0.014727","mg N/L"
"2017-08-31","Herring Brook","HR-1","NH4_mgl","0.016802","mg N/L"
"2017-08-31","Herring Brook","HR-1","PO4_ugl","3.5","µg P/L"
"2017-09-07","Herring Brook","HR-1","water_temp","70.4","°F"
"2017-09-07","Herring Brook","HR-1","DO%","114.9","% Saturation"
"2017-09-07","Herring Brook","HR-1","DO","10.17","mg/L"
"2017-09-07","Herring Brook","HR-1","Sp. Cond.","196.3","µS/cm"
"2017-09-07","Herring Brook","HR-1","pH","7.65",""
"2017-09-07","Herring Brook","HR-1","DOC_mgl","3.028","mg/L"
"2017-09-07","Herring Brook","HR-1","TDN_mgl","0.2079","mg N/L"
"2017-09-07","Herring Brook","HR-1","NO3_mgl","0.00324","mg N/L"
"2017-09-07","Herring Brook","HR-1","NH4_mgl","0.011573","mg N/L"
"2017-09-07","Herring Brook","HR-1","PO4_ugl","2.9","µg P/L"
"2017-09-14","Herring Brook","HR-1","water_temp","71","°F"
"2017-09-14","Herring Brook","HR-1","DO%","116","% Saturation"
"2017-09-14","Herring Brook","HR-1","DO","10.2","mg/L"
"2017-09-14","Herring Brook","HR-1","Sp. Cond.","206.8","µS/cm"
"2017-09-14","Herring Brook","HR-1","pH","8.31",""
"2017-09-14","Herring Brook","HR-1","DOC_mgl","2.999","mg/L"
"2017-09-14","Herring Brook","HR-1","TDN_mgl","0.2258","mg N/L"
"2017-09-14","Herring Brook","HR-1","NO3_mgl","0.004536","mg N/L"
"2017-09-14","Herring Brook","HR-1","NH4_mgl","0.011741","mg N/L"
"2017-09-14","Herring Brook","HR-1","PO4_ugl","2.4","µg P/L"
"2017-09-21","Herring Brook","HR-1","water_temp","65.3","°F"
"2017-09-21","Herring Brook","HR-1","DO%","82.5","% Saturation"
"2017-09-21","Herring Brook","HR-1","DO","7.73","mg/L"
"2017-09-21","Herring Brook","HR-1","Sp. Cond.","200.7","µS/cm"
"2017-09-21","Herring Brook","HR-1","pH","6.69",""
"2017-09-21","Herring Brook","HR-1","DOC_mgl","3.003","mg/L"
"2017-09-21","Herring Brook","HR-1","TDN_mgl","0.3184","mg N/L"
"2017-09-21","Herring Brook","HR-1","NO3_mgl","0.041895","mg N/L"
"2017-09-21","Herring Brook","HR-1","NH4_mgl","0.061461","mg N/L"
"2017-09-21","Herring Brook","HR-1","PO4_ugl","3.6","µg P/L"
"2017-09-28","Herring Brook","HR-1","water_temp","73.8","°F"
"2017-09-28","Herring Brook","HR-1","DO%","88.6","% Saturation"
"2017-09-28","Herring Brook","HR-1","DO","7.57","mg/L"
"2017-09-28","Herring Brook","HR-1","Sp. Cond.","198.9","µS/cm"
"2017-09-28","Herring Brook","HR-1","pH","6.71",""
"2017-09-28","Herring Brook","HR-1","DOC_mgl","3.211","mg/L"
"2017-09-28","Herring Brook","HR-1","TDN_mgl","0.3204","mg N/L"
"2017-09-28","Herring Brook","HR-1","NO3_mgl","0.065717","mg N/L"
"2017-09-28","Herring Brook","HR-1","NH4_mgl","0.07843","mg N/L"
"2017-09-28","Herring Brook","HR-1","PO4_ugl","5.4","µg P/L"
"2017-10-06","Herring Brook","HR-1","water_temp","66.9","°F"
"2017-10-06","Herring Brook","HR-1","DO%","107.3","% Saturation"
"2017-10-06","Herring Brook","HR-1","DO","9.88","mg/L"
"2017-10-06","Herring Brook","HR-1","Sp. Cond.","198.5","µS/cm"
"2017-10-06","Herring Brook","HR-1","pH","6.89",""
"2017-10-06","Herring Brook","HR-1","DOC_mgl","2.62","mg/L"
"2017-10-06","Herring Brook","HR-1","TDN_mgl","0.1988","mg N/L"
"2017-10-06","Herring Brook","HR-1","NO3_mgl","0.040342","mg N/L"
"2017-10-06","Herring Brook","HR-1","NH4_mgl","0.0167035","mg N/L"
"2017-10-06","Herring Brook","HR-1","PO4_ugl","11.91","µg P/L"
"2017-10-12","Herring Brook","HR-1","water_temp","65","°F"
"2017-10-12","Herring Brook","HR-1","DO%","100.9","% Saturation"
"2017-10-12","Herring Brook","HR-1","DO","9.48","mg/L"
"2017-10-12","Herring Brook","HR-1","Sp. Cond.","203.1","µS/cm"
"2017-10-12","Herring Brook","HR-1","pH","6.75",""
"2017-10-12","Herring Brook","HR-1","DOC_mgl","2.652","mg/L"
"2017-10-12","Herring Brook","HR-1","TDN_mgl","0.2013","mg N/L"
"2017-10-12","Herring Brook","HR-1","NO3_mgl","0.0152905","mg N/L"
"2017-10-12","Herring Brook","HR-1","NH4_mgl","0.0288415","mg N/L"
"2017-10-12","Herring Brook","HR-1","PO4_ugl","11.2095","µg P/L"
"2017-10-26","Herring Brook","HR-1","water_temp","63.6","°F"
"2017-10-26","Herring Brook","HR-1","DO%","58.2","% Saturation"
"2017-10-26","Herring Brook","HR-1","DO","5.29","mg/L"
"2017-10-26","Herring Brook","HR-1","Sp. Cond.","198.5","µS/cm"
"2017-10-26","Herring Brook","HR-1","pH","6.34",""
"2017-10-26","Herring Brook","HR-1","DOC_mgl","3.106","mg/L"
"2017-10-26","Herring Brook","HR-1","TDN_mgl","0.4738","mg N/L"
"2017-10-26","Herring Brook","HR-1","NO3_mgl","0.112372","mg N/L"
"2017-10-26","Herring Brook","HR-1","NH4_mgl","0.080153","mg N/L"
"2017-10-26","Herring Brook","HR-1","PO4_ugl","18.7675","µg P/L"
"2017-11-02","Herring Brook","HR-1","water_temp","58.9","°F"
"2017-11-02","Herring Brook","HR-1","DO%","85.3","% Saturation"
"2017-11-02","Herring Brook","HR-1","DO","8.61","mg/L"
"2017-11-02","Herring Brook","HR-1","Sp. Cond.","198.4","µS/cm"
"2017-11-02","Herring Brook","HR-1","pH","6.31",""
"2017-11-02","Herring Brook","HR-1","DOC_mgl","3.472","mg/L"
"2017-11-02","Herring Brook","HR-1","TDN_mgl","0.4001","mg N/L"
"2017-11-02","Herring Brook","HR-1","NO3_mgl","0.13247","mg N/L"
"2017-11-02","Herring Brook","HR-1","NH4_mgl","0.074415","mg N/L"
"2017-11-02","Herring Brook","HR-1","PO4_ugl","13.85","µg P/L"
"2017-11-09","Herring Brook","HR-1","water_temp","54.1","°F"
"2017-11-09","Herring Brook","HR-1","DO%","78.1","% Saturation"
"2017-11-09","Herring Brook","HR-1","DO","9.88","mg/L"
"2017-11-09","Herring Brook","HR-1","Sp. Cond.","192.1","µS/cm"
"2017-11-09","Herring Brook","HR-1","pH","6.32",""
"2017-11-09","Herring Brook","HR-1","DOC_mgl","3.392","mg/L"
"2017-11-09","Herring Brook","HR-1","TDN_mgl","0.5348","mg N/L"
"2017-11-09","Herring Brook","HR-1","NO3_mgl","0.1844175","mg N/L"
"2017-11-09","Herring Brook","HR-1","NH4_mgl","0.0873805","mg N/L"
"2017-11-09","Herring Brook","HR-1","PO4_ugl","11.893","µg P/L"
"2017-11-16","Herring Brook","HR-1","water_temp","48.2","°F"
"2017-11-16","Herring Brook","HR-1","DO%","88.3","% Saturation"
"2017-11-16","Herring Brook","HR-1","DO","10.2","mg/L"
"2017-11-16","Herring Brook","HR-1","Sp. Cond.","200.8","µS/cm"
"2017-11-16","Herring Brook","HR-1","pH","6.45",""
"2017-11-16","Herring Brook","HR-1","DOC_mgl","3.504","mg/L"
"2017-11-16","Herring Brook","HR-1","TDN_mgl","0.4585","mg N/L"
"2017-11-16","Herring Brook","HR-1","NO3_mgl","0.2584985","mg N/L"
"2017-11-16","Herring Brook","HR-1","NH4_mgl","0.103677","mg N/L"
"2017-11-16","Herring Brook","HR-1","PO4_ugl","3.928","µg P/L"
"2017-11-16","Herring Brook","HR-1","Si_mgl","1.912","mg SiO2/L"
"2017-11-30","Herring Brook","HR-1","water_temp","49.1","°F"
"2017-11-30","Herring Brook","HR-1","DO%","96.4","% Saturation"
"2017-11-30","Herring Brook","HR-1","DO","11.6","mg/L"
"2017-11-30","Herring Brook","HR-1","Sp. Cond.","195.7","µS/cm"
"2017-11-30","Herring Brook","HR-1","DOC_mgl","3.379","mg/L"
"2017-11-30","Herring Brook","HR-1","TDN_mgl","0.5307","mg N/L"
"2017-11-30","Herring Brook","HR-1","NO3_mgl","0.36866","mg N/L"
"2017-11-30","Herring Brook","HR-1","NH4_mgl","0.03955","mg N/L"
"2017-11-30","Herring Brook","HR-1","PO4_ugl","4.895","µg P/L"
"2017-11-30","Herring Brook","HR-1","Si_mgl","2.231","mg SiO2/L"
"2017-12-07","Herring Brook","HR-1","water_temp","43.8","°F"
"2017-12-07","Herring Brook","HR-1","DO%","93.9","% Saturation"
"2017-12-07","Herring Brook","HR-1","DO","11.52","mg/L"
"2017-12-07","Herring Brook","HR-1","Sp. Cond.","200.2","µS/cm"
"2017-12-07","Herring Brook","HR-1","pH","6.48",""
"2017-12-07","Herring Brook","HR-1","DOC_mgl","3.418","mg/L"
"2017-12-07","Herring Brook","HR-1","TDN_mgl","0.5338","mg N/L"
"2017-12-07","Herring Brook","HR-1","NO3_mgl","0.4127435","mg N/L"
"2017-12-07","Herring Brook","HR-1","NH4_mgl","0.030791","mg N/L"
"2017-12-07","Herring Brook","HR-1","PO4_ugl","5.481","µg P/L"
"2017-12-07","Herring Brook","HR-1","Si_mgl","1.368","mg SiO2/L"
"2017-12-14","Herring Brook","HR-1","water_temp","37.9","°F"
"2017-12-14","Herring Brook","HR-1","DO%","94.4","% Saturation"
"2017-12-14","Herring Brook","HR-1","DO","12.6","mg/L"
"2017-12-14","Herring Brook","HR-1","Sp. Cond.","195.3","µS/cm"
"2017-12-14","Herring Brook","HR-1","pH","6.56",""
"2017-12-14","Herring Brook","HR-1","DOC_mgl","3.192","mg/L"
"2017-12-14","Herring Brook","HR-1","TDN_mgl","0.5631","mg N/L"
"2017-12-14","Herring Brook","HR-1","NO3_mgl","0.4531685","mg N/L"
"2017-12-14","Herring Brook","HR-1","NH4_mgl","0.02874","mg N/L"
"2017-12-14","Herring Brook","HR-1","PO4_ugl","5.844","µg P/L"
"2017-12-14","Herring Brook","HR-1","Si_mgl","1.13","mg SiO2/L"
"2017-12-21","Herring Brook","HR-1","water_temp","35.5","°F"
"2017-12-21","Herring Brook","HR-1","DO%","95.5","% Saturation"
"2017-12-21","Herring Brook","HR-1","DO","13.21","mg/L"
"2017-12-21","Herring Brook","HR-1","Sp. Cond.","206.4","µS/cm"
"2017-12-21","Herring Brook","HR-1","pH","6.43",""
"2017-12-21","Herring Brook","HR-1","DOC_mgl","3.144","mg/L"
"2017-12-21","Herring Brook","HR-1","TDN_mgl","0.6065","mg N/L"
"2017-12-21","Herring Brook","HR-1","NO3_mgl","0.5036265","mg N/L"
"2017-12-21","Herring Brook","HR-1","NH4_mgl","0.023935","mg N/L"
"2017-12-21","Herring Brook","HR-1","PO4_ugl","2.728","µg P/L"
"2017-12-21","Herring Brook","HR-1","Si_mgl","1.3975","mg SiO2/L"
"2018-01-10","Herring Brook","HR-1","water_temp","34.8","°F"
"2018-01-10","Herring Brook","HR-1","DO%","104.6","% Saturation"
"2018-01-10","Herring Brook","HR-1","DO","14.64","mg/L"
"2018-01-10","Herring Brook","HR-1","Sp. Cond.","216.4","µS/cm"
"2018-01-10","Herring Brook","HR-1","pH","6.75",""
"2018-01-10","Herring Brook","HR-1","DOC_mgl","3.116","mg/L"
"2018-01-10","Herring Brook","HR-1","TDN_mgl","0.7136","mg N/L"
"2018-01-10","Herring Brook","HR-1","NO3_mgl","0.527058","mg N/L"
"2018-01-10","Herring Brook","HR-1","NH4_mgl","0.0283455","mg N/L"
"2018-01-10","Herring Brook","HR-1","PO4_ugl","5.591","µg P/L"
"2018-01-10","Herring Brook","HR-1","Si_mgl","0.776","mg SiO2/L"
"2018-01-18","Herring Brook","HR-1","water_temp","34.9","°F"
"2018-01-18","Herring Brook","HR-1","DO%","97.2","% Saturation"
"2018-01-18","Herring Brook","HR-1","DO","13.59","mg/L"
"2018-01-18","Herring Brook","HR-1","Sp. Cond.","203.8","µS/cm"
"2018-01-18","Herring Brook","HR-1","pH","6.66",""
"2018-01-18","Herring Brook","HR-1","DOC_mgl","2.395","mg/L"
"2018-01-18","Herring Brook","HR-1","TDN_mgl","0.5679","mg N/L"
"2018-01-18","Herring Brook","HR-1","NO3_mgl","0.4143985","mg N/L"
"2018-01-18","Herring Brook","HR-1","NH4_mgl","0.021862","mg N/L"
"2018-01-18","Herring Brook","HR-1","PO4_ugl","5.59","µg P/L"
"2018-01-18","Herring Brook","HR-1","Si_mgl","0.9115","mg SiO2/L"
"2018-01-24","Herring Brook","HR-1","water_temp","37.5","°F"
"2018-01-24","Herring Brook","HR-1","DO%","98.5","% Saturation"
"2018-01-24","Herring Brook","HR-1","DO","13.22","mg/L"
"2018-01-24","Herring Brook","HR-1","Sp. Cond.","201.9","µS/cm"
"2018-01-24","Herring Brook","HR-1","pH","6.59",""
"2018-01-24","Herring Brook","HR-1","DOC_mgl","2.504","mg/L"
"2018-01-24","Herring Brook","HR-1","TDN_mgl","0.6396","mg N/L"
"2018-01-24","Herring Brook","HR-1","NO3_mgl","0.62","mg N/L"
"2018-01-24","Herring Brook","HR-1","NH4_mgl","0.028535663","mg N/L"
"2018-01-24","Herring Brook","HR-1","PO4_ugl","4.11","µg P/L"
"2018-01-24","Herring Brook","HR-1","Si_mgl","0.93","mg SiO2/L"
"2018-01-31","Herring Brook","HR-1","water_temp","34.9","°F"
"2018-01-31","Herring Brook","HR-1","DO%","99.1","% Saturation"
"2018-01-31","Herring Brook","HR-1","DO","13.84","mg/L"
