dataset,Lat,Long,NO3,TN
DWMWPP,42.72088383,-72.59477377,0.1125,0.185
DWMWPP,41.7254646,-70.0397423,0.04,0.8316666666666667
DWMWPP,41.671546,-71.126475,0.04,0.5083333333333333
DWMWPP,42.11454642,-70.97910126,0.04,0.73
DWMWPP,42.006179,-70.906276,0.09,0.75
DWMWPP,41.9207192,-70.6654059,0.04,0.5366666666666666
DWMWPP,41.811935,-70.5766951,0.04,0.3866666666666667
DWMWPP,41.804909,-70.611966,0.04,0.275
DWMWPP,41.75446,-70.79039,0.04,0.3
DWMWPP,41.852937,-70.614673,0.04,0.32166666666666666
DWMWPP,41.620352,-70.56532,0.04,0.5983333333333334
DWMWPP,41.8295909,-69.9846351,0.04,0.4683333333333333
DWMWPP,41.671685,-70.193271,0.6366666666666667,0.9883333333333332
DWMWPP,41.6671004,-70.4441491,0.44333333333333336,0.6633333333333333
DWMWPP,41.671039,-70.393715,0.06333333333333334,0.6666666666666666
DWMWPP,41.703389,-69.986116,0.04,1.09
DWMWPP,41.7024219,-70.1327421,0.04,0.15833333333333333
DWMWPP,41.9641053,-70.0077192,0.04,0.37
DWMWPP,41.99230816,-71.04277391,0.162,0.646
DWMWPP,42.01901335,-71.12591191,0.378,0.7
DWMWPP,41.99502786,-70.97075555,0.1726,0.84
DWMWPP,41.9780221,-71.13417172,0.1408,0.508
DWMWPP,41.98177507,-71.16118832,0.514,0.91
DWMWPP,41.96932455,-70.88343597,0.189,0.61
DWMWPP,41.946818,-71.16067131,0.2014,0.518
DWMWPP,41.94881614,-70.96826996,3.94,4.44
DWMWPP,42.40999949,-71.151994,0.099,1.8188888888888888
DWMWPP,41.83523239,-71.13593516,0.482,0.83
DWMWPP,42.40600014,-71.15899647,0.0619,1.039
DWMWPP,42.70281576,-72.45189591,0.241,0.4
DWMWPP,42.5098257,-72.66169041,0.652,0.73
DWMWPP,42.48176265,-72.60513286,0.61,0.954
DWMWPP,42.37683842,-72.49492563,0.206,0.312
DWMWPP,42.41550849,-72.51258326,0.2188,0.306
DWMWPP,42.38339502,-72.5850062,0.2864,0.544
DWMWPP,42.28071001,-72.4252915,0.212,0.494
DWMWPP,42.27820079,-72.57541581,0.17020000000000002,0.434
DWMWPP,42.28230014,-72.58708557,1.096,1.206
DWMWPP,42.27748219,-72.65403879,0.36,0.594
DWMWPP,42.21396566,-72.59514866,1.36,1.56
DWMWPP,42.07465812,-72.58070026,0.834,1.138
DWMWPP,42.41118008,-72.5674643,1.118,1.28
DWMWPP,42.19157879,-72.59779736,1.54,1.7
DWMWPP,42.44662969,-71.8181233,0.149,0.36
DWMWPP,42.61760369,-71.72624143,0.1125,0.4225
DWMWPP,42.70288914,-71.75177322,0.145,0.3325
DWMWPP,42.62248944,-71.02018566,0.2075,0.7725
DWMWPP,42.66074776,-70.90371136,0.1005,0.7475
DWMWPP,42.03883587,-72.94213827,0.08750000000000001,0.2275
DWMWPP,42.03904812,-72.942020779999993,0.169,0.2425
DWMWPP,42.08930109,-73.47506697,0.1815,0.22
DWMWPP,41.94672655,-71.20083966,0.1498,0.486
DWMWPP,42.62069634,-72.39305406,0.08,0.25
DWMWPP,42.38033448,-72.46510155,0.2325,0.345
DWMWPP,42.44704256,-72.49190917,0.145,0.3575
DWMWPP,42.45007437,-72.45260735,0.2915,0.39
DWMWPP,42.46777728,-72.15673762,0.0515,0.2325
DWMWPP,42.43953233,-72.04115765,0.0675,0.32
DWMWPP,42.20154773,-72.04487072,0.04,0.52
DWMWPP,42.05048837,-72.09627321,0.0485,0.3225
DWMWPP,42.01542185,-71.79841192,0.0415,0.34
DWMWPP,42.07493076,-71.7950707,0.04725,0.32
DWMWPP,42.04529263,-71.65201157,0.0845,0.39
DWMWPP,42.18795491,-71.62720825,0.22,0.4925
DWMWPP,42.51804,-72.998461,0.06275,0.1925
DWMWPP,42.44139459,-72.99462504,0.08175,0.1975
DWMWPP,42.33220916,-73.1068034,0.06974999999999999,0.2175
DWMWPP,41.95851534,-71.2424628,0.405,0.975
DWMWPP,41.77800443,-71.07593377,0.07975,0.4125
DWMWPP,42.18764862,-70.76850844,0.14500000000000002,1.1
DWMWPP,42.19862254,-70.83275,0.11,0.8125
DWMWPP,41.76842431,-70.72293943,0.04,0.2375
